fir_number,crime_type,incident_date,incident_time,district,police_station,severity,status,latitude,longitude,description,modus_operandi
FIR000828,Vehicle Theft,2025-08-30,15:50,Ballari,Sandur,LOW,CLOSED,15.0975,76.9281,Vehicle Theft reported at Whitefield Main Road. Valet theft.,Valet theft
FIR000829,Kidnapping,2025-09-28,19:27,Bidar,Bhalki,MEDIUM,UNDER_INVESTIGATION,17.908,77.5754,Kidnapping reported at Dasarahalli. Honour related.,Honour related
FIR000830,Fraud,2025-09-29,20:35,Koppal,Koppal Town,LOW,PENDING,15.3463,76.121,Fraud reported at Kumaraswamy Layout. Property fraud.,Property fraud
FIR000831,Vehicle Theft,2025-09-30,05:08,Ballari,Hospet,HIGH,COLD,15.1488,76.8927,Vehicle Theft reported at Whitefield Main Road. Carjacking.,Carjacking
FIR000832,Murder,2025-10-01,05:50,Vijayanagara,Kampli,HIGH,UNDER_INVESTIGATION,15.235,76.6451,Murder reported at BTM Layout Stage 2. Poisoning.,Poisoning
FIR000833,Burglary,2025-10-02,15:57,Vijayapura,Indi,HIGH,COLD,16.8384,75.7452,Burglary reported at JP Nagar 6th Phase. Forceful entry.,Forceful entry
FIR000834,Fraud,2025-10-03,18:49,Chikkaballapur,Main Police Station,CRITICAL,CLOSED,13.4164,77.7105,Fraud reported at Kumaraswamy Layout. Identity theft.,Identity theft
FIR000835,Murder,2025-10-04,17:09,Haveri,Ranebennur,MEDIUM,UNDER_INVESTIGATION,14.8323,75.3765,Murder reported at Uttarahalli. Blunt force.,Blunt force
FIR000836,Drug Offence,2025-10-05,21:06,Mandya,Srirangapatna,CRITICAL,CLOSED,12.5685,76.927,Drug Offence reported at Sadashivanagar. Smuggling.,Smuggling
FIR000837,Criminal Trespass,2025-10-06,10:26,Chikkamagaluru,Mudigere,CRITICAL,PENDING,13.2875,75.8183,Criminal Trespass reported at Malleshwaram 8th Cross. Illegal occupation.,Illegal occupation
FIR000838,Vehicle Theft,2025-10-07,11:59,Mysuru,Kuvempunagar,MEDIUM,CLOSED,12.2868,76.6804,Vehicle Theft reported at Whitefield Main Road. Towing.,Towing
FIR000839,Assault,2025-10-08,09:10,Vijayapura,Indi,MEDIUM,CLOSED,16.8554,75.7088,Assault reported at Padmanabhanagar. Confrontation.,Confrontation
FIR000840,Vehicle Theft,2025-10-09,16:19,Ballari,Hospet,HIGH,CLOSED,15.1887,76.8753,Vehicle Theft reported at Jayanagar 4th Block. Lock breaking.,Lock breaking
FIR000841,Vehicle Theft,2025-10-10,17:11,Ballari,Hospet,CRITICAL,PENDING,15.1049,76.8764,Vehicle Theft reported at Padmanabhanagar. Carjacking.,Carjacking
FIR000842,Vehicle Theft,2025-10-11,05:09,Ballari,Hospet,MEDIUM,PENDING,15.1379,76.8798,Vehicle Theft reported at Kengeri Satellite Town. Valet theft.,Valet theft
FIR000843,Vehicle Theft,2025-10-12,04:52,Raichur,Sindhnur,CRITICAL,COLD,16.2273,77.3318,Vehicle Theft reported at Basavanagudi. Key duplication.,Key duplication
FIR000844,Pickpocketing,2025-10-13,20:33,Uttara Kannada,Main Police Station,CRITICAL,PENDING,14.8619,74.1306,Pickpocketing reported at Yelahanka New Town. Bus pick.,Bus pick
FIR000845,Chain Snatching,2025-10-14,12:27,Mandya,Maddur,LOW,PENDING,12.5347,76.9423,Chain Snatching reported at Banashankari 2nd Stage. Market snatch.,Market snatch
FIR000846,Chain Snatching,2025-10-15,18:12,Dharwad,Hubli North,CRITICAL,PENDING,15.4531,75.0526,Chain Snatching reported at Uttarahalli. Pedestrian snatch.,Pedestrian snatch
FIR000847,Assault,2025-10-16,22:11,Yadgiri,Yadgiri Town,CRITICAL,COLD,16.7874,77.1274,Assault reported at Kumaraswamy Layout. Strangulation.,Strangulation
FIR000848,Pickpocketing,2025-10-17,17:37,Yadgiri,Shahapur,MEDIUM,COLD,16.8141,77.098,Pickpocketing reported at Kengeri Satellite Town. Bus pick.,Bus pick
FIR000849,Fraud,2025-10-18,15:19,Shivamogga,Bhadravati,CRITICAL,CLOSED,13.8843,75.5553,Fraud reported at Brigade Road. Property fraud.,Property fraud
FIR000850,Drug Offence,2025-10-19,16:52,Ramanagara,Channapatna,LOW,PENDING,12.7431,77.2802,Drug Offence reported at Malleshwaram 8th Cross. Manufacturing.,Manufacturing
FIR000851,Arson,2025-10-20,03:14,Bengaluru Rural,Nelamangala,MEDIUM,PENDING,13.1439,77.6011,Arson reported at Vijayanagar 2nd Stage. Vehicle arson.,Vehicle arson
FIR000852,Murder,2025-10-21,09:34,Kolar,Bangarpet,LOW,CLOSED,13.1625,78.0978,Murder reported at Banashankari 2nd Stage. Sharp weapon.,Sharp weapon
FIR000853,Burglary,2025-10-22,09:20,Vijayanagara,Kampli,MEDIUM,PENDING,15.2932,76.6546,Burglary reported at Peenya Industrial Area. Disguised entry.,Disguised entry
FIR000854,Chain Snatching,2025-10-23,02:13,Bengaluru Rural,Devanahalli,HIGH,PENDING,13.1459,77.5569,Chain Snatching reported at Whitefield Main Road. Market snatch.,Market snatch
FIR000855,Criminal Trespass,2025-10-24,04:48,Bengaluru Urban,Yeshwanthpur,CRITICAL,UNDER_INVESTIGATION,12.9505,77.6042,Criminal Trespass reported at Subramanyapura. Encroachment.,Encroachment
FIR000856,Vehicle Theft,2025-10-25,21:22,Ballari,Hospet,HIGH,PENDING,15.0954,76.906,Vehicle Theft reported at MG Road. Valet theft.,Valet theft
FIR000857,Kidnapping,2025-10-26,20:22,Chikkamagaluru,Kadur,MEDIUM,COLD,13.3387,75.7231,Kidnapping reported at Vijayanagar 2nd Stage. For ransom.,For ransom
FIR000858,Sexual Offence,2025-10-27,12:04,Kodagu,Ponnampet,LOW,COLD,12.4213,75.7161,Sexual Offence reported at Padmanabhanagar. Harassment.,Harassment
FIR000859,Burglary,2025-09-28,16:51,Gadag,Mundargi,HIGH,CLOSED,15.446,75.6293,Burglary reported at Kumaraswamy Layout. Lock picking.,Lock picking
FIR000860,Vehicle Theft,2025-09-29,02:59,Ballari,Ballari Town,LOW,PENDING,15.097,76.8816,Vehicle Theft reported at Kumaraswamy Layout. Valet theft.,Valet theft
FIR000861,Chain Snatching,2025-09-30,13:25,Davanagere,Davanagere Town,CRITICAL,UNDER_INVESTIGATION,14.4373,75.9282,Chain Snatching reported at Mahalakshmi Layout. Pedestrian snatch.,Pedestrian snatch
FIR000862,Arson,2025-10-01,03:14,Raichur,Manvi,MEDIUM,CLOSED,16.2069,77.3151,Arson reported at Subramanyapura. Vehicle arson.,Vehicle arson
FIR000863,Drug Offence,2025-10-02,21:33,Ballari,Sandur,CRITICAL,PENDING,15.1681,76.9138,"Drug Offence reported at 12th Main, Indiranagar. Transportation.",Transportation
FIR000864,Domestic Violence,2025-10-03,12:44,Udupi,Brahmavar,CRITICAL,CLOSED,13.2982,74.7812,Domestic Violence reported at Padmanabhanagar. Dowry harassment.,Dowry harassment
FIR000865,Vehicle Theft,2025-10-04,00:35,Ballari,Ballari Town,LOW,UNDER_INVESTIGATION,15.1467,76.9107,Vehicle Theft reported at Dasarahalli. Valet theft.,Valet theft
FIR000866,Cybercrime,2025-10-05,07:43,Chikkaballapur,Main Police Station,MEDIUM,UNDER_INVESTIGATION,13.4672,77.7366,Cybercrime reported at Sadashivanagar. Malware attack.,Malware attack
FIR000867,Criminal Trespass,2025-10-06,17:53,Udupi,Kundapur,MEDIUM,UNDER_INVESTIGATION,13.3416,74.7634,Criminal Trespass reported at Uttarahalli. Illegal occupation.,Illegal occupation
FIR000868,Chain Snatching,2025-10-07,06:38,Hassan,Sakleshpur,CRITICAL,PENDING,13.0256,76.0541,Chain Snatching reported at Dasarahalli. Pillion snatch.,Pillion snatch
FIR000869,Arson,2025-10-08,14:48,Haveri,Hangal,LOW,CLOSED,14.7476,75.3594,Arson reported at Koramangala 1st Cross. Vehicle arson.,Vehicle arson
FIR000870,Kidnapping,2025-10-09,14:42,Dakshina Kannada,Puttur,CRITICAL,COLD,12.9142,74.8844,"Kidnapping reported at 12th Main, Indiranagar. Honour related.",Honour related
FIR000871,Kidnapping,2025-10-10,03:10,Kolar,Kolar Town,CRITICAL,CLOSED,13.1289,78.0849,Kidnapping reported at Peenya Industrial Area. Custodial.,Custodial
FIR000872,Assault,2025-10-11,02:06,Mandya,Nagamangala,LOW,CLOSED,12.487,76.8964,Assault reported at Kengeri Satellite Town. Group assault.,Group assault
FIR000873,Drug Offence,2025-10-12,01:12,Haveri,Hangal,MEDIUM,COLD,14.8037,75.3733,Drug Offence reported at Nagarbhavi. Street peddling.,Street peddling
FIR000874,Sexual Offence,2025-10-13,05:26,Uttara Kannada,Main Police Station,LOW,CLOSED,14.8244,74.1359,Sexual Offence reported at Basavanagudi. Stalking.,Stalking
FIR000875,Pickpocketing,2025-10-14,22:05,Udupi,Udupi Town,LOW,PENDING,13.2979,74.7834,Pickpocketing reported at Mahalakshmi Layout. Distraction theft.,Distraction theft
FIR000876,Vehicle Theft,2025-10-15,14:37,Ballari,Sandur,CRITICAL,UNDER_INVESTIGATION,15.119,76.8947,Vehicle Theft reported at Malleshwaram 8th Cross. Towing.,Towing
FIR000877,Arson,2025-10-16,14:48,Uttara Kannada,Main Police Station,MEDIUM,UNDER_INVESTIGATION,14.7825,74.1643,Arson reported at Uttarahalli. Forest fire.,Forest fire
FIR000878,Fraud,2025-10-17,18:52,Dharwad,Kalghatgi,MEDIUM,COLD,15.4624,75.049,Fraud reported at Hebbal Ring Road. Identity theft.,Identity theft
FIR000879,Cybercrime,2025-10-18,15:28,Bengaluru Urban,Whitefield,HIGH,CLOSED,12.9693,77.6068,Cybercrime reported at Jayanagar 4th Block. Social engineering.,Social engineering
FIR000880,Assault,2025-10-19,16:12,Uttara Kannada,Main Police Station,MEDIUM,CLOSED,14.7708,74.1312,Assault reported at JP Nagar 6th Phase. Confrontation.,Confrontation
FIR000881,Criminal Trespass,2025-10-20,03:43,Ramanagara,Channapatna,MEDIUM,UNDER_INVESTIGATION,12.6857,77.2533,Criminal Trespass reported at Malleshwaram 8th Cross. Boundary violation.,Boundary violation
FIR000882,Drug Offence,2025-10-21,17:25,Kalaburagi,Afzalpur,LOW,COLD,17.2893,76.8778,Drug Offence reported at Peenya Industrial Area. Smuggling.,Smuggling
FIR000883,Sexual Offence,2025-10-22,09:37,Kalaburagi,Afzalpur,CRITICAL,COLD,17.2903,76.7882,Sexual Offence reported at Marathahalli Bridge. Assault.,Assault
FIR000884,Murder,2025-10-23,07:04,Ramanagara,Channapatna,LOW,CLOSED,12.7232,77.255,Murder reported at Electronic City Phase 1. Blunt force.,Blunt force
FIR000885,Drug Offence,2025-10-24,10:47,Bengaluru Rural,Hoskote,CRITICAL,PENDING,13.0726,77.5998,Drug Offence reported at Kengeri Satellite Town. Transportation.,Transportation
FIR000886,Burglary,2025-10-25,06:26,Chikkamagaluru,Kadur,CRITICAL,PENDING,13.2789,75.781,Burglary reported at Marathahalli Bridge. Lock picking.,Lock picking
FIR000887,Fraud,2025-10-26,04:18,Vijayapura,Sindagi,MEDIUM,PENDING,16.8365,75.7268,Fraud reported at Subramanyapura. Credit card fraud.,Credit card fraud
FIR000888,Arson,2025-10-27,12:59,Shivamogga,Tirthahalli,LOW,COLD,13.9342,75.551,Arson reported at Rajajinagar. Forest fire.,Forest fire
FIR000889,Domestic Violence,2025-09-28,13:10,Chikkamagaluru,Narasimharajapura,HIGH,COLD,13.2929,75.7677,Domestic Violence reported at Electronic City Phase 1. Dowry harassment.,Dowry harassment
FIR000890,Vehicle Theft,2025-09-29,12:44,Belagavi,Kadapa,HIGH,COLD,15.8061,74.4644,Vehicle Theft reported at Yelahanka New Town. Lock breaking.,Lock breaking
FIR000891,Pickpocketing,2025-09-30,12:43,Hassan,Hassan Town,MEDIUM,UNDER_INVESTIGATION,13.0476,76.0932,Pickpocketing reported at Vijayanagar Town. Bus pick.,Bus pick
FIR000892,Assault,2025-10-01,21:28,Koppal,Gangavati,HIGH,UNDER_INVESTIGATION,15.3673,76.1233,Assault reported at Peenya Industrial Area. Strangulation.,Strangulation
FIR000893,Vehicle Theft,2025-10-02,17:41,Gadag,Ron,CRITICAL,CLOSED,15.4165,75.6465,Vehicle Theft reported at JP Nagar 6th Phase. Key duplication.,Key duplication
FIR000894,Murder,2025-10-03,14:25,Davanagere,Honnali,MEDIUM,CLOSED,14.4452,75.8898,Murder reported at Basavanagudi. Firearm.,Firearm
FIR000895,Vehicle Theft,2025-10-04,00:20,Ballari,Sandur,HIGH,PENDING,15.0896,76.9424,Vehicle Theft reported at Uttarahalli. Lock breaking.,Lock breaking
FIR000896,Robbery,2025-10-05,16:35,Kolar,Malur,HIGH,COLD,13.0936,78.0927,Robbery reported at Kengeri Satellite Town. Home invasion.,Home invasion
FIR000897,Sexual Offence,2025-10-06,22:30,Dharwad,Hubli South,LOW,PENDING,15.4475,74.9617,Sexual Offence reported at JP Nagar 6th Phase. Harassment.,Harassment
FIR000898,Drug Offence,2025-10-07,13:52,Uttara Kannada,Main Police Station,HIGH,PENDING,14.845,74.1612,Drug Offence reported at Padmanabhanagar. Street peddling.,Street peddling
FIR000899,Pickpocketing,2025-10-08,09:44,Haveri,Ranebennur,HIGH,CLOSED,14.7861,75.4084,Pickpocketing reported at Yelahanka New Town. Cut pocket.,Cut pocket
FIR000900,Murder,2025-10-09,11:38,Kalaburagi,Afzalpur,CRITICAL,PENDING,17.2837,76.8245,Murder reported at Dasarahalli. Strangulation.,Strangulation
FIR000901,Kidnapping,2025-10-10,11:52,Uttara Kannada,Main Police Station,LOW,COLD,14.8315,74.1172,Kidnapping reported at Koramangala 1st Cross. Human trafficking.,Human trafficking
FIR000902,Burglary,2025-10-11,10:55,Chitradurga,Hosadurga,HIGH,CLOSED,14.2349,76.4122,Burglary reported at Whitefield Main Road. Rooftop entry.,Rooftop entry
FIR000903,Cybercrime,2025-10-12,21:39,Bidar,Bhalki,HIGH,PENDING,17.9284,77.5763,Cybercrime reported at MG Road. Credential theft.,Credential theft
FIR000904,Vehicle Theft,2025-10-13,16:15,Ballari,Hospet,HIGH,CLOSED,15.1341,76.9117,Vehicle Theft reported at Banashankari 2nd Stage. Carjacking.,Carjacking
FIR000905,Sexual Offence,2025-10-14,22:23,Ramanagara,Ramanagara Town,CRITICAL,COLD,12.7005,77.2682,Sexual Offence reported at HSR Layout Sector 3. Harassment.,Harassment
FIR000906,Pickpocketing,2025-10-15,16:15,Hassan,Sakleshpur,MEDIUM,UNDER_INVESTIGATION,13.0454,76.0987,Pickpocketing reported at Uttarahalli. Bus pick.,Bus pick
FIR000907,Assault,2025-10-16,06:55,Tumakuru,Tiptur,HIGH,CLOSED,13.3784,77.0669,Assault reported at Kumaraswamy Layout. Confrontation.,Confrontation
FIR000908,Burglary,2025-10-17,19:40,Ballari,Sandur,MEDIUM,UNDER_INVESTIGATION,15.1653,76.9286,Burglary reported at Kengeri Satellite Town. Forceful entry.,Forceful entry
FIR000909,Kidnapping,2025-10-18,15:28,Chikkamagaluru,Mudigere,MEDIUM,CLOSED,13.2828,75.7384,Kidnapping reported at Uttarahalli. Custodial.,Custodial
FIR000910,Arson,2025-10-19,11:38,Bengaluru Rural,Hoskote,MEDIUM,UNDER_INVESTIGATION,13.1053,77.5822,Arson reported at Padmanabhanagar. Property arson.,Property arson
FIR000911,Domestic Violence,2025-10-20,04:13,Vijayanagara,Kampli,CRITICAL,CLOSED,15.2404,76.5968,Domestic Violence reported at Vijayanagar Town. Marital rape.,Marital rape
FIR000912,Robbery,2025-10-21,09:13,Kodagu,Somwarpet,LOW,PENDING,12.4551,75.7168,Robbery reported at Dasarahalli. Bank robbery.,Bank robbery
FIR000913,Assault,2025-10-22,13:31,Bidar,Bidar Town,LOW,UNDER_INVESTIGATION,17.9571,77.5552,Assault reported at Brigade Road. Confrontation.,Confrontation
FIR000914,Pickpocketing,2025-10-23,22:54,Belagavi,Camp,HIGH,COLD,15.8425,74.4875,Pickpocketing reported at Electronic City Phase 1. Bus pick.,Bus pick
FIR000915,Robbery,2025-10-24,02:52,Mandya,Mandya Town,HIGH,PENDING,12.5218,76.88,Robbery reported at Banashankari 2nd Stage. Home invasion.,Home invasion
FIR000916,Cybercrime,2025-10-25,04:17,Ramanagara,Magadi,CRITICAL,COLD,12.6866,77.2857,Cybercrime reported at Uttarahalli. Phishing link.,Phishing link
FIR000917,Arson,2025-10-26,13:30,Raichur,Lingsugur,MEDIUM,COLD,16.2336,77.3791,Arson reported at Peenya Industrial Area. Property arson.,Property arson
FIR000918,Criminal Trespass,2025-10-27,01:43,Uttara Kannada,Main Police Station,MEDIUM,CLOSED,14.84,74.1715,Criminal Trespass reported at Uttarahalli. Illegal occupation.,Illegal occupation
FIR000919,Kidnapping,2025-09-28,22:42,Kolar,KGF,CRITICAL,UNDER_INVESTIGATION,13.1685,78.1294,Kidnapping reported at Whitefield Main Road. For ransom.,For ransom
FIR000920,Domestic Violence,2025-09-29,02:31,Davanagere,Jagalur,HIGH,CLOSED,14.4924,75.909,Domestic Violence reported at Nagarbhavi. Physical abuse.,Physical abuse
FIR000921,Cybercrime,2025-10-28,06:11,Bengaluru Urban,Cubbon Park,HIGH,COLD,12.9833,77.6412,Cybercrime reported at MG Road. Credential theft.,Credential theft
FIR000922,Cybercrime,2025-10-29,17:18,Bengaluru Urban,Indiranagar,HIGH,CLOSED,12.9793,77.6445,Cybercrime reported at Vijayanagar 2nd Stage. Social engineering.,Social engineering
FIR000923,Pickpocketing,2025-10-30,08:00,Gadag,Mundargi,HIGH,CLOSED,15.4298,75.6114,Pickpocketing reported at Dasarahalli. Cut pocket.,Cut pocket
FIR000924,Cybercrime,2025-10-31,03:21,Bengaluru Urban,Jayanagar,LOW,PENDING,12.9547,77.5818,Cybercrime reported at Basavanagudi. Social engineering.,Social engineering
FIR000925,Robbery,2025-11-01,05:22,Belagavi,Kadapa,CRITICAL,UNDER_INVESTIGATION,15.814,74.5081,Robbery reported at Mahalakshmi Layout. Bank robbery.,Bank robbery
FIR000926,Vehicle Theft,2025-11-02,11:11,Chitradurga,Hosadurga,CRITICAL,CLOSED,14.1711,76.4339,Vehicle Theft reported at Subramanyapura. Towing.,Towing
FIR000927,Pickpocketing,2025-11-03,21:08,Kodagu,Virajpet,MEDIUM,CLOSED,12.4488,75.78,Pickpocketing reported at Mahalakshmi Layout. Bus pick.,Bus pick
FIR000928,Cybercrime,2025-11-04,11:01,Bengaluru Urban,Banashankari,LOW,CLOSED,12.9906,77.5984,Cybercrime reported at Brigade Road. Fake call centre.,Fake call centre
FIR000929,Cybercrime,2025-11-05,08:37,Bengaluru Urban,Whitefield,CRITICAL,CLOSED,12.9577,77.5577,Cybercrime reported at Hebbal Ring Road. Malware attack.,Malware attack
FIR000930,Domestic Violence,2025-11-06,17:44,Mandya,Maddur,HIGH,UNDER_INVESTIGATION,12.5737,76.9415,Domestic Violence reported at Kumaraswamy Layout. Verbal abuse.,Verbal abuse
FIR000931,Cybercrime,2025-11-07,11:26,Bengaluru Urban,Mysore Road,LOW,COLD,12.9271,77.5638,Cybercrime reported at Vijayanagar Town. Credential theft.,Credential theft
FIR000932,Cybercrime,2025-11-08,11:30,Bengaluru Urban,Koramangala,HIGH,CLOSED,13.0047,77.638,Cybercrime reported at Hebbal Ring Road. Phishing link.,Phishing link
FIR000933,Vehicle Theft,2025-11-09,17:36,Belagavi,Maruti,CRITICAL,UNDER_INVESTIGATION,15.8475,74.4699,Vehicle Theft reported at MG Road. Key duplication.,Key duplication
FIR000934,Burglary,2025-11-10,06:15,Uttara Kannada,Main Police Station,MEDIUM,CLOSED,14.8449,74.0928,Burglary reported at Hebbal Ring Road. Lock picking.,Lock picking
FIR000935,Cybercrime,2025-11-11,15:32,Bengaluru Urban,Indiranagar,HIGH,PENDING,12.9385,77.6244,Cybercrime reported at HSR Layout Sector 3. Phishing link.,Phishing link
FIR000936,Vehicle Theft,2025-11-12,17:17,Ballari,Ballari Town,MEDIUM,PENDING,15.154,76.8803,Vehicle Theft reported at Sadashivanagar. Carjacking.,Carjacking
FIR000937,Cybercrime,2025-11-13,13:03,Bengaluru Rural,Magadi,HIGH,COLD,13.1472,77.5655,Cybercrime reported at Marathahalli Bridge. Malware attack.,Malware attack
FIR000938,Drug Offence,2025-11-14,05:32,Tumakuru,Madhugiri,HIGH,COLD,13.3478,77.0805,Drug Offence reported at Uttarahalli. Street peddling.,Street peddling
FIR000939,Robbery,2025-11-15,02:05,Vijayapura,Vijayapura Town,HIGH,UNDER_INVESTIGATION,16.8133,75.746,Robbery reported at Whitefield Main Road. Bank robbery.,Bank robbery
FIR000940,Pickpocketing,2025-11-16,21:04,Haveri,Hangal,CRITICAL,COLD,14.7622,75.432,Pickpocketing reported at Hebbal Ring Road. Cut pocket.,Cut pocket
FIR000941,Criminal Trespass,2025-11-17,18:19,Kalaburagi,Afzalpur,LOW,PENDING,17.3494,76.8212,Criminal Trespass reported at Subramanyapura. Illegal occupation.,Illegal occupation
FIR000942,Cybercrime,2025-11-18,05:18,Koppal,Kushtagi,LOW,COLD,15.3326,76.1183,Cybercrime reported at Rajajinagar. Credential theft.,Credential theft
FIR000943,Vehicle Theft,2025-11-19,07:02,Ballari,Kampli,LOW,CLOSED,15.1815,76.9076,Vehicle Theft reported at MG Road. Towing.,Towing
FIR000944,Cybercrime,2025-11-20,14:24,Bengaluru Urban,Yeshwanthpur,LOW,CLOSED,12.9726,77.5617,Cybercrime reported at Whitefield Main Road. Credential theft.,Credential theft
FIR000945,Cybercrime,2025-11-21,20:22,Bengaluru Urban,Whitefield,MEDIUM,UNDER_INVESTIGATION,12.9851,77.5715,Cybercrime reported at Jayanagar 4th Block. Phishing link.,Phishing link
FIR000946,Criminal Trespass,2025-11-22,17:46,Dakshina Kannada,Mangaluru South,LOW,COLD,12.8509,74.8126,Criminal Trespass reported at Peenya Industrial Area. Illegal occupation.,Illegal occupation
FIR000947,Arson,2025-11-23,06:32,Chikkaballapur,Main Police Station,CRITICAL,PENDING,13.4225,77.7582,Arson reported at MG Road. Property arson.,Property arson
FIR000948,Cybercrime,2025-11-24,13:12,Bengaluru Urban,Indiranagar,MEDIUM,PENDING,12.9761,77.5973,Cybercrime reported at Dasarahalli. Fake call centre.,Fake call centre
FIR000949,Criminal Trespass,2025-11-25,15:52,Chikkaballapur,Main Police Station,MEDIUM,UNDER_INVESTIGATION,13.437,77.7004,Criminal Trespass reported at Mahalakshmi Layout. Temple trespass.,Temple trespass
FIR000950,Criminal Trespass,2025-11-26,14:16,Chikkaballapur,Main Police Station,CRITICAL,COLD,13.4814,77.7728,Criminal Trespass reported at RT Nagar. Boundary violation.,Boundary violation
FIR000951,Drug Offence,2025-10-28,14:37,Ballari,Kampli,HIGH,PENDING,15.1673,76.9087,Drug Offence reported at Vijayanagar Town. Online sale.,Online sale
FIR000952,Cybercrime,2025-10-29,01:02,Bengaluru Urban,Indiranagar,MEDIUM,COLD,12.9751,77.614,Cybercrime reported at Mahalakshmi Layout. Social engineering.,Social engineering
FIR000953,Cybercrime,2025-10-30,18:21,Bengaluru Urban,Indiranagar,CRITICAL,PENDING,12.9439,77.5891,Cybercrime reported at Basavanagudi. Social engineering.,Social engineering
FIR000954,Sexual Offence,2025-10-31,09:39,Chamarajanagar,Main Police Station,HIGH,CLOSED,11.8816,76.957,Sexual Offence reported at Sadashivanagar. Workplace harassment.,Workplace harassment
FIR000955,Arson,2025-11-01,20:03,Shivamogga,Sagara,MEDIUM,CLOSED,13.9031,75.5714,Arson reported at Kengeri Satellite Town. Property arson.,Property arson
FIR000956,Cybercrime,2025-11-02,10:08,Bengaluru Urban,Banashankari,HIGH,CLOSED,12.926,77.5456,Cybercrime reported at Uttarahalli. Social engineering.,Social engineering
FIR000957,Kidnapping,2025-11-03,09:27,Koppal,Yelburga,LOW,CLOSED,15.3504,76.1361,Kidnapping reported at Marathahalli Bridge. For ransom.,For ransom
FIR000958,Pickpocketing,2025-11-04,04:20,Koppal,Yelburga,LOW,COLD,15.3939,76.2024,Pickpocketing reported at Sadashivanagar. Cut pocket.,Cut pocket
FIR000959,Domestic Violence,2025-11-05,20:26,Raichur,Sindhnur,HIGH,UNDER_INVESTIGATION,16.2107,77.3301,Domestic Violence reported at Marathahalli Bridge. Marital rape.,Marital rape
FIR000960,Sexual Offence,2025-11-06,07:45,Uttara Kannada,Main Police Station,LOW,CLOSED,14.8388,74.1571,Sexual Offence reported at Electronic City Phase 1. Assault.,Assault
FIR000961,Fraud,2025-11-07,12:32,Chikkamagaluru,Kadur,LOW,PENDING,13.3582,75.8094,Fraud reported at HSR Layout Sector 3. Credit card fraud.,Credit card fraud
FIR000962,Cybercrime,2025-11-08,22:37,Bengaluru Urban,Indiranagar,HIGH,PENDING,12.9573,77.6165,Cybercrime reported at Hebbal Ring Road. Social engineering.,Social engineering
FIR000963,Robbery,2025-11-09,11:56,Haveri,Haveri Town,HIGH,PENDING,14.7466,75.4066,Robbery reported at RT Nagar. Armed robbery.,Armed robbery
FIR000964,Criminal Trespass,2025-11-10,12:44,Koppal,Gangavati,HIGH,PENDING,15.3402,76.1905,Criminal Trespass reported at Kengeri Satellite Town. Temple trespass.,Temple trespass
FIR000965,Arson,2025-11-11,23:11,Uttara Kannada,Main Police Station,LOW,CLOSED,14.861,74.0897,Arson reported at Rajajinagar. Industrial arson.,Industrial arson
FIR000966,Criminal Trespass,2025-11-12,11:41,Bengaluru Urban,Yeshwanthpur,HIGH,COLD,12.9804,77.596,Criminal Trespass reported at Jayanagar 4th Block. Temple trespass.,Temple trespass
FIR000967,Vehicle Theft,2025-11-13,17:48,Chamarajanagar,Main Police Station,HIGH,CLOSED,11.9187,76.975,Vehicle Theft reported at Nagarbhavi. Carjacking.,Carjacking
FIR000968,Sexual Offence,2025-11-14,18:40,Koppal,Gangavati,HIGH,PENDING,15.38,76.1368,Sexual Offence reported at Peenya Industrial Area. Stalking.,Stalking
FIR000969,Pickpocketing,2025-11-15,18:56,Kodagu,Somwarpet,MEDIUM,COLD,12.4665,75.6897,Pickpocketing reported at Kengeri Satellite Town. Bus pick.,Bus pick
FIR000970,Vehicle Theft,2025-11-16,02:40,Dakshina Kannada,Mangaluru North,LOW,CLOSED,12.9107,74.8819,Vehicle Theft reported at Peenya Industrial Area. Key duplication.,Key duplication
FIR000971,Cybercrime,2025-11-17,12:55,Bengaluru Urban,Jayanagar,LOW,COLD,12.9716,77.5687,Cybercrime reported at Brigade Road. Malware attack.,Malware attack
FIR000972,Criminal Trespass,2025-11-18,17:27,Davanagere,Harihara,CRITICAL,PENDING,14.4454,75.8783,Criminal Trespass reported at Banashankari 2nd Stage. Boundary violation.,Boundary violation
FIR000973,Fraud,2025-11-19,05:53,Ballari,Hospet,HIGH,CLOSED,15.1779,76.873,Fraud reported at HSR Layout Sector 3. Insurance fraud.,Insurance fraud
FIR000974,Drug Offence,2025-11-20,04:40,Raichur,Manvi,LOW,PENDING,16.1747,77.3528,Drug Offence reported at Dasarahalli. Online sale.,Online sale
FIR000975,Cybercrime,2025-11-21,17:42,Bengaluru Urban,Mysore Road,HIGH,COLD,12.9357,77.5626,Cybercrime reported at MG Road. Fake call centre.,Fake call centre
FIR000976,Fraud,2025-11-22,15:30,Kolar,KGF,HIGH,CLOSED,13.1338,78.1701,Fraud reported at Whitefield Main Road. Insurance fraud.,Insurance fraud
FIR000977,Chain Snatching,2025-11-23,02:04,Yadgiri,Shorapur,CRITICAL,CLOSED,16.7899,77.101,"Chain Snatching reported at 12th Main, Indiranagar. Pillion snatch.",Pillion snatch
FIR000978,Chain Snatching,2025-11-24,04:08,Kalaburagi,Afzalpur,CRITICAL,UNDER_INVESTIGATION,17.3501,76.8651,Chain Snatching reported at Koramangala 1st Cross. Roadside snatch.,Roadside snatch
